,name,height_inches,wingspan_inches,relative
0,Kenny Adeleke,78.5,82.25,3.75
1,Maurice Ager,75.25,79.75,4.5
2,LaMarcus Aldridge,82.0,88.75,6.75
3,Morris Almond,76.75,82.0,5.25
4,Lou Amundson,79.2,83.5,4.299999999999997
5,Rashad Anderson,75.25,79.0,3.75
6,Hilton Armstrong,81.5,88.0,6.5
7,James Augustine,80.25,84.25,4.0
8,Renaldo Balkman,77.25,85.0,7.75
9,J.P. Batista,79.5,82.0,2.5
10,Will Blalock,71.25,78.0,6.75
11,Brandon Bowman,78.75,83.5,4.75
12,Ronnie Brewer,77.75,83.25,5.5
13,Denham Brown,76.0,81.5,5.5
14,Brad Buckman,79.25,84.0,4.75
15,Nik Caner-Medley,78.5,81.0,2.5
16,Rodney Carney,76.5,82.0,5.5
17,Keydren Clark,69.0,74.5,5.5
18,Mardy Collins,76.25,82.0,5.75
19,Taquan Dean,74.0,78.75,4.75
20,Terence Dials,79.75,84.0,4.25
21,Sean Dockery,72.75,76.5,3.75
22,Jordan Farmar,72.75,75.0,2.25
23,Randy Foye,74.25,78.25,4.0
24,Torin Francis,81.0,85.0,4.0
25,Rudy Gay,79.0,87.0,8.0
26,Nick George,76.0,82.0,6.0
27,Taj Gray,79.25,84.75,5.5
28,Dan Grunfeld,76.75,78.25,1.5
29,Matt Haryasz,81.75,84.25,2.5
30,Eric Hicks,76.75,85.5,8.75
31,Tedric Hill,79.75,85.0,5.25
32,Daniel Horton,72.5,79.0,6.5
33,Solomon Jones,80.5,88.75,8.25
34,Bobby Jones,77.75,81.5,3.75
35,Viktor Keyru,77.25,81.25,4.0
36,Marco Killingsworth,77.5,87.0,9.5
37,Tarence Kinsey,76.75,78.75,2.0
38,Carl Krauser,71.75,78.25,6.5
39,Chris McCray,75.0,77.75,2.75
40,Gerry McNamara,71.75,72.75,1.0
41,Pops Mensah-Bonsu,79.5,84.0,4.5
42,Paul Miller,80.5,84.0,3.5
43,Paul Millsap,78.25,85.5,7.25
44,Dwayne Mitchell,74.0,78.5,4.5
45,Adam Morrison,78.5,82.0,3.5
46,Yemi Nicholson,79.75,88.25,8.5
47,David Noel,76.5,81.5,5.0
48,Steve Novak,80.0,81.5,1.5
49,Patrick O'Bryant,83.0,89.75,6.75
50,Danilo Pinnock,74.75,79.5,4.75
51,Chris Quinn,72.5,77.0,4.5
52,Allan Ray,73.0,80.5,7.5
53,JJ Redick,76.0,75.25,-0.75
54,Antywane Robinson,78.25,86.5,8.25
55,Brandon Roy,77.25,80.0,2.75
56,Blake Schilb,77.25,80.75,3.5
57,Mouhamed Sene,83.0,92.5,9.5
58,Cedric Simmons,80.25,88.25,8.0
59,Marcus Slaughter,79.0,83.5,4.5
60,Craig Smith,77.5,81.5,4.0
61,Steven Smith,79.5,84.5,5.0
62,Michael Southhall,81.5,88.25,6.75
63,Frans Steyn,85.25,86.25,1.0
64,Curtis Stinson,73.75,77.0,3.25
65,Tyrus Thomas,79.25,87.0,7.75
66,Joah Tucker,75.75,78.5,2.75
67,Ian Vouyoukas,80.5,84.75,4.25
68,Darius Washington,71.5,76.0,4.5
69,CJ Watson,72.5,78.0,5.5
70,Eric Williams,79.25,88.25,9.0
71,Shelden Williams,79.5,88.25,8.75
72,Shawne Williams,79.25,87.0,7.75
73,Marcus Williams,74.0,79.0,5.0
74,Justin Williams,79.25,85.5,6.25
75,Curtis Withers,78.0,82.0,4.0
76,Jeff Adrien,77.25,86.0,8.75
77,Jeff Ayres,80.75,85.0,4.25
78,Rodrigue Beaubois,73.25,81.75,8.5
79,DeJuan Blair,77.25,86.0,8.75
80,Derrick Brown,79.5,86.5,7.0
81,Chase Budinger,78.25,79.0,0.75
82,DeMarre Carroll,78.25,82.0,3.75
83,Omri Casspi,79.75,81.25,1.5
84,Dionte Christmas,76.25,81.0,4.75
85,Earl Clark,80.5,86.5,6.0
86,Darren Collison,72.25,75.0,2.75
87,Dante Cunningham,79.0,83.0,4.0
88,Stephen Curry,74.0,75.5,1.5
89,Austin Daye,81.75,86.75,5.0
90,DeMar DeRozan,77.5,81.0,3.5
91,Toney Douglas,73.0,78.0,5.0
92,Wayne Ellington,76.25,78.5,2.25
93,Tyreke Evans,76.0,83.25,7.25
94,Jonny Flynn,71.25,76.0,4.75
95,Taj Gibson,80.5,88.0,7.5
96,Danny Green,77.25,82.0,4.75
97,Blake Griffin,80.5,83.25,2.75
98,Tyler Hansbrough,80.25,83.5,3.25
99,James Harden,76.0,82.75,6.75
100,Gerald Henderson,76.0,82.25,6.25
101,Josh Heytvelt,82.0,85.25,3.25
102,Jordan Hill,81.25,85.5,4.25
103,Jrue Holiday,75.25,79.0,3.75
104,Joe Ingles,79.75,82.25,2.5
105,James Johnson,79.0,84.75,5.75
106,Ty Lawson,71.25,72.75,1.5
107,Eric Maynor,74.25,74.5,0.25
108,Jack McClinton,71.75,74.5,2.75
109,Jerel McNeal,73.5,79.25,5.75
110,Jodie Meeks,75.0,76.5,1.5
111,Patty Mills,71.25,74.0,2.75
112,Byron Mullens,83.75,85.5,1.75
113,A.J. Price,72.5,75.75,3.25
114,Tyler Smith,77.25,81.75,4.5
115,DaJuan Summers,79.25,84.75,5.5
116,Jermaine Taylor,75.5,80.75,5.25
117,Jeff Teague,72.25,79.5,7.25
118,Hasheem Thabeet,85.25,90.25,5.0
119,Marcus Thornton,74.75,77.0,2.25
120,Terrence Williams,77.0,81.0,4.0
121,Sam Young,77.25,82.75,5.5
122,Solomon Alabi,83.5,89.0,5.5
123,Cole Aldrich,81.0,88.75,7.75
124,Al-Farouq Aminu,79.25,87.25,8.0
125,James Anderson,76.75,80.5,3.75
126,Luke Babbitt,79.5,83.25,3.75
127,Eric Bledsoe,72.25,79.5,7.25
128,Trevor Booker,78.25,81.75,3.5
129,Craig Brackins,80.5,84.0,3.5
130,Avery Bradley,74.0,79.25,5.25
131,Derrick Caracter,80.25,84.25,4.0
132,Sherron Collins,70.25,74.5,4.25
133,DeMarcus Cousins,81.5,89.75,8.25
134,Jordan Crawford,75.0,79.0,4.0
135,Ed Davis,81.0,84.0,3.0
136,Devin Ebanks,79.0,84.25,5.25
137,Derrick Favors,80.75,88.0,7.25
138,Keith Gallon,80.5,88.5,8.0
139,Charles Garcia,80.25,85.75,5.5
140,Paul George,79.75,83.25,3.5
141,Luke Harangody,78.0,81.5,3.5
142,Manny Harris,76.0,79.25,3.25
143,Gordon Hayward,78.75,79.75,1.0
144,Lazar Hayward,76.5,84.75,8.25
145,Xavier Henry,77.25,83.25,6.0
146,Darington Hobson,77.25,81.25,4.0
147,Damion James,78.25,84.75,6.5
148,Wesley Johnson,78.25,85.0,6.75
149,Armon Johnson,74.0,80.0,6.0
150,Dominique Jones,75.25,81.25,6.0
151,Jerome Jordan,83.5,89.25,5.75
152,Sylven Landesberg,76.75,81.0,4.25
153,Gani Lawal,79.5,84.0,4.5
154,Greg Monroe,81.75,86.25,4.5
155,Daniel Orton,80.75,88.25,7.5
156,Artsiom Parakhouski,82.25,85.0,2.75
157,Patrick Patterson,80.0,85.25,5.25
158,Dexter Pittman,81.5,90.0,8.5
159,Andy Rautins,76.25,79.0,2.75
160,Ryan Richards,82.5,85.5,3.0
161,Stanley Robinson,78.5,84.0,5.5
162,Larry Sanders,81.25,89.75,8.5
163,Jon Scheyer,76.75,75.25,-1.5
164,Lance Stephenson,76.5,82.5,6.0
165,Mikhail Torrance,76.0,79.5,3.5
166,Evan Turner,77.75,80.0,2.25
167,Ekpe Udoh,80.75,88.5,7.75
168,Jarvis Varnado,80.25,87.5,7.25
169,Greivis Vasquez,77.0,79.0,2.0
170,John Wall,74.75,81.25,6.5
171,Willie Warren,74.5,78.0,3.5
172,Terrico White,75.75,81.0,5.25
173,Hassan Whiteside,82.5,91.0,8.5
174,Alex Acker,75.75,84.0,8.25
175,Deji Akindele,81.5,87.0,5.5
176,Jalen Johnson,79.75,84.25,4.5
177,Nemanja Aleksandrov,82.0,83.0,1.0
178,Alan Anderson,76.5,81.5,5.0
179,Martynas Andriuskevicius,85.25,83.25,-2.0
180,Sean Banks,77.75,85.0,7.25
181,Eddie Basden,76.25,82.25,6.0
182,Mike Bell,80.75,85.5,4.75
183,Andrew Bogut,83.0,87.0,4.0
184,Dee Brown,71.0,74.0,3.0
185,Will Bynum,70.5,75.5,5.0
186,Marcus Campbell,82.25,90.0,7.75
187,Will Conroy,73.0,75.0,2.0
188,Taylor Coppenrath,79.75,83.5,3.75
189,Travis Diener,71.75,71.75,0.0
190,Ike Diogu,78.5,87.5,9.0
191,Daryl Dorsey,71.25,71.5,0.25
192,Monta Ellis,74.25,74.75,0.5
193,Raymond Felton,71.5,76.25,4.75
194,Rudy Fernandez,76.75,79.5,2.75
195,D'Or Fischer,81.25,90.0,8.75
196,Eddy Fobbs,82.25,90.75,8.5
197,Sharrod Ford,79.25,85.5,6.25
198,Channing Frye,81.5,86.5,5.0
199,Deng Gai,79.75,88.5,8.75
200,Francisco Garcia,77.75,82.75,5.0
201,John Gilchrist,73.25,81.25,8.0
202,Marcin Gortat,83.0,87.5,4.5
203,Joey Graham,77.25,80.0,2.75
204,Danny Granger,79.5,85.5,6.0
205,Gerald Green,78.0,81.75,3.75
206,Charles Hayes,77.5,82.0,4.5
207,Luther Head,74.0,77.25,3.25
208,Julius Hodge,78.0,84.5,6.5
209,Jared Homan,79.75,85.25,5.5
210,Ersan Ilyasova,79.75,85.25,5.5
211,Jarrett Jack,74.5,79.5,5.0
212,Dwayne Jones,80.5,86.75,6.25
213,Mindaugas Katelynas,79.5,83.0,3.5
214,Jason Klotz,80.5,82.0,1.5
215,Carl Krauser,71.5,77.5,6.0
216,Keith Langford,74.25,81.0,6.75
217,David Lee,79.75,84.0,4.25
218,David Lucas,78.5,84.0,5.5
219,John Lucas III,69.25,72.0,2.75
220,Rawle Marshall,76.5,85.0,8.5
221,Jason Maxiell,77.0,87.25,10.25
222,Sean May,79.0,85.25,6.25
223,Rashad McCants,74.75,82.75,8.0
224,Ivan McFarlin,77.5,81.0,3.5
225,Juan Mendez,77.25,84.0,6.75
226,Aaron Miles,72.0,75.5,3.5
227,Ellis Myles,78.0,81.75,3.75
228,Larry O'Bannon,75.0,78.0,3.0
229,Drago Pasalic,81.5,83.75,2.25
230,Chris Paul,71.75,76.25,4.5
231,Kevin Pittsnogle,81.25,82.5,1.25
232,Roger Powell,76.75,83.5,6.75
233,Carlos Powell,77.25,82.75,5.5
234,Ronnie Price,72.75,77.5,4.75
235,Anthony Roberson,72.75,74.75,2.0
236,Brandon Rush,77.0,83.25,6.25
237,Luke Schenscher,83.75,89.0,5.25
238,Wayne Simien,79.25,84.0,4.75
239,Tre Simmons,76.0,79.5,3.5
240,David Simon,80.0,87.5,7.5
241,Chris Taft,80.5,85.75,5.25
242,Omar Thomas,75.25,80.0,4.75
243,Chris Thomas,71.75,75.0,3.25
244,Dijon Thompson,78.25,81.75,3.5
245,Ronny Turiaf,80.0,85.5,5.5
246,Charlie Villanueva,81.0,84.25,3.25
247,Hakim Warrick,79.25,86.0,6.75
248,Martell Webster,78.0,83.0,5.0
249,Robert Whaley,80.0,86.0,6.0
250,Marvin Williams,79.0,87.5,8.5
251,Deron Williams,73.75,78.25,4.5
252,Jawad Williams,79.0,85.25,6.25
253,Antoine Wright,77.25,80.75,3.5
254,Bracey Wright,73.25,82.0,8.75
255,Joe Alexander,79.25,83.5,4.25
256,Darrell Arthur,79.5,82.75,3.25
257,D.J. Augustin,70.0,75.5,5.5
258,Jerryd Bayless,73.75,75.5,1.75
259,Michael Beasley,79.0,84.25,5.25
260,Ramel Bradley,73.25,77.0,3.75
261,Tyrone Brazelton,70.0,73.75,3.75
262,Takais Brown,79.25,82.0,2.75
263,Keith Brumbaugh,79.5,79.25,-0.25
264,Stanley Burrell,73.5,78.25,4.75
265,Brian Butch,81.5,83.25,1.75
266,Jamar Butler,72.25,76.75,4.5
267,Pat Calathes,80.75,81.75,1.0
268,Joe Crawford,75.0,77.75,2.75
269,Chris Daniels,80.25,84.5,4.25
270,Joey Dorsey,78.25,85.75,7.5
271,Marcus Dove,78.75,83.5,4.75
272,Josh Duncan,80.0,83.5,3.5
273,Frank Elegar,79.25,87.25,8.0
274,Patrick Ewing Jr.,78.0,84.25,6.25
275,Gary Forbes,76.5,83.25,6.75
276,Shan Foster,76.0,83.5,7.5
277,J.R. Giddens,76.0,83.25,7.25
278,James Gist,79.0,88.0,9.0
279,Vladimir Golubovic,83.25,86.5,3.25
280,Eric Gordon,74.0,81.0,7.0
281,Kentrell Gransberry,78.75,82.25,3.5
282,Donte Greene,80.25,82.0,1.75
283,Malik Hairston,76.25,81.0,4.75
284,DeVon Hardin,81.5,87.0,5.5
285,Richard Hendrix,78.75,87.0,8.25
286,George Hill,73.25,81.0,7.75
287,Kyle Hines,75.75,85.25,9.5
288,Jiri Hubalek,81.5,82.75,1.25
289,Lester Hudson,71.75,80.75,9.0
290,Othello Hunter,78.5,87.0,8.5
291,Darnell Jackson,79.0,83.25,4.25
292,Shawn James,79.75,89.0,9.25
293,Davon Jefferson,77.25,81.5,4.25
294,Joseph Jones,79.0,84.25,5.25
295,DeAndre Jordan,81.75,90.0,8.25
296,Sasha Kaun,81.0,88.0,7.0
297,Marcelus Kemp,75.0,80.5,5.5
298,Maarty Leunen,79.25,80.0,0.75
299,Longar Longar,81.0,85.25,4.25
300,Brook Lopez,83.25,89.5,6.25
301,Kevin Love,79.75,83.25,3.5
302,Aleks Maric,81.75,85.0,3.25
303,O.J. Mayo,75.25,78.0,2.75
304,James Mays,78.75,85.75,7.0
305,Luc Mbah a Moute,77.75,86.5,8.75
306,JaVale McGee,83.0,90.0,7.0
307,Drew Neitzel,71.75,74.5,2.75
308,DeMarcus Nelson,73.0,82.0,9.0
309,David Padgett,82.25,85.0,2.75
310,Jeremy Pargo,72.5,77.0,4.5
311,Trent Plaisted,81.25,82.5,1.25
312,Quan Prowell,78.75,82.5,3.75
313,Shaun Pruitt,80.25,85.0,4.75
314,Anthony Randolph,81.0,87.0,6.0
315,Charles Rhodes,79.25,83.25,4.0
316,John Riek,82.5,92.75,10.25
317,Brian Roberts,72.25,73.25,1.0
318,Russell Robinson,72.5,80.0,7.5
319,Richard Roby,76.25,81.75,5.5
320,Derrick Rose,73.5,80.0,6.5
321,Sean Singletary,71.0,76.5,5.5
322,Ronald Steele,72.25,76.25,4.0
323,Bryce Taylor,74.75,81.0,6.25
324,Mike Taylor,72.75,79.25,6.5
325,Mark Tyndale,74.75,83.0,8.25
326,Robert Vaden,75.5,80.0,4.5
327,Deron Washington,77.25,81.0,3.75
328,Sonny Weems,76.0,82.0,6.0
329,Russell Westbrook,74.25,79.75,5.5
330,Reggie Williams,75.25,81.25,6.0
331,Quincy Acy,78.5,86.75,8.25
332,Harrison Barnes,79.0,83.25,4.25
333,Will Barton,77.0,81.75,4.75
334,Bradley Beal,75.25,80.0,4.75
335,J'Covan Brown,73.0,77.25,4.25
336,William Buford,76.0,81.5,5.5
337,Jae Crowder,76.75,81.25,4.5
338,Jared Cunningham,75.5,78.5,3.0
339,Anthony Davis,81.25,89.5,8.25
340,Marcus Denmon,74.25,77.0,2.75
341,Andre Drummond,81.75,90.25,8.5
342,Kim English,76.5,78.5,2.0
343,Festus Ezeli,81.75,89.75,8.0
344,Drew Gordon,80.0,83.5,3.5
345,Draymond Green,77.75,85.25,7.5
346,JaMychal Green,80.0,86.25,6.25
347,Maurice Harkless,79.25,84.0,4.75
348,John Henson,81.0,89.0,8.0
349,Tu Holloway,70.5,77.5,7.0
350,Robbie Hummel,79.25,80.5,1.25
351,Bernard James,80.75,87.0,6.25
352,John Jenkins,75.25,80.5,5.25
353,Orlando Johnson,75.75,83.25,7.5
354,Darius Johnson-Odom,73.5,79.0,5.5
355,Terrence Jones,80.25,86.25,6.0
356,Perry Jones,82.25,85.75,3.5
357,Kevin Jones,78.25,85.5,7.25
358,Kris Joseph,78.0,83.0,5.0
359,Michael Kidd-Gilchrist,77.75,84.0,6.25
360,Jeremy Lamb,76.0,83.0,7.0
361,Doron Lamb,75.25,78.75,3.5
362,Meyers Leonard,83.75,87.0,3.25
363,Damian Lillard,73.75,79.75,6.0
364,Scott Machado,73.0,76.0,3.0
365,Kendall Marshall,75.25,77.5,2.25
366,Fab Melo,82.75,86.5,3.75
367,Khris Middleton,78.75,82.75,4.0
368,Quincy Miller,80.75,85.25,4.5
369,Darius Miller,78.0,81.0,3.0
370,Tony Mitchell,77.25,82.0,4.75
371,Arnett Moultrie,81.5,86.25,4.75
372,Kevin Murphy,77.0,78.75,1.75
373,Andrew Nicholson,80.5,88.0,7.5
374,Kyle O'Quinn,80.5,88.75,8.25
375,Miles Plumlee,82.5,84.75,2.25
376,Austin Rivers,75.5,79.25,3.75
377,Thomas Robinson,79.75,87.25,7.5
378,Terrence Ross,78.0,79.25,1.25
379,Tomas Satoransky,78.5,79.25,0.75
380,Mike Scott,79.25,82.75,3.5
381,Henry Sims,82.0,88.0,6.0
382,Jared Sullinger,79.75,85.25,5.5
383,Jordan Taylor,73.0,75.0,2.0
384,Jeff Taylor,78.0,78.25,0.25
385,Tyshawn Taylor,74.75,78.25,3.5
386,Marquis Teague,73.0,79.25,6.25
387,Hollis Thompson,78.75,81.5,2.75
388,Dion Waiters,74.5,79.25,4.75
389,Royce White,79.0,84.0,5.0
390,Tony Wroten,76.75,81.0,4.25
391,Tyler Zeller,83.25,84.0,0.75
392,Trey Lyles,81.0,85.5,4.5
393,Trey Murphy III,79.5,84.0,4.5
394,Tristan Da Silva,80.25,82.25,2.0
395,Ty Jerome,76.25,76.0,-0.25
396,TyTy Washington Jr.,74.25,80.0,5.75
397,Tyler Herro,76.5,75.25,-1.25
398,Tyler Kolek,73.25,74.75,1.5
399,Tyler Smith,81.0,85.0,4.0
400,Tyrese Haliburton,76.75,79.75,3.0
401,Tyrese Maxey,74.0,79.0,5.0
402,Tyus Jones,72.5,77.0,4.5
403,Vasilije Micić,76.0,79.0,3.0
404,Victor Wembanyama,88.0,96.0,8.0
405,Vince Williams Jr.,76.0,83.0,7.0
406,Vlatko Čančar,79.75,83.0,3.25
407,Walker Kessler,84.25,88.25,4.0
408,Wendell Carter Jr.,80.75,88.5,7.75
409,Wendell Moore Jr.,76.25,84.75,8.5
410,Xavier Tillman Sr.,79.5,86.0,6.5
411,Yves Missi,82.75,86.0,3.25
412,Zaccharie Risacher,80.25,82.5,2.25
413,Zach Collins,82.25,85.0,2.75
414,Zach Edey,87.75,94.75,7.0
415,Zach LaVine,76.5,80.25,3.75
416,Zeke Nnaji,81.25,86.0,4.75
417,Ziaire Williams,80.25,82.25,2.0
418,Zion Williamson,77.75,82.5,4.75
419,Ty Jerome,76.25,76.0,-0.25
420,Koby Brea,77.75,77.25,-0.5
421,Josh Giddey,80.0,79.5,-0.5
422,Desmond Bane,77.0,76.25,-0.75
423,Kelly Olynyk,82.75,81.75,-1.0
424,Kyle Kuzma,80.0,79.0,-1.0
425,Tyler Herro,76.5,75.25,-1.25
426,Svi Mykhailiuk,78.5,77.0,-1.5
427,"Weatherspoon, Quinndary",75.0,81.0,6.0
428,"White, Coby",75.5,77.0,1.5
429,"Wilkes, Kris",78.25,82.75,4.5
430,"Williams, Grant",77.75,81.75,4.0
431,"Windler, Dylan",78.25,82.0,3.75
432,"Alkins, Rawle",74.75,80.75,6.0
433,"Allen, Grayson",75.0,79.25,4.25
434,"Antetokounmpo, Kostas",81.0,86.25,5.25
435,"Bamba, Mohamed",83.25,94.0,10.75
436,"Barford, Jaylen",73.25,75.5,2.25
437,"Bates-Diop, Keita",79.25,87.25,8.0
438,"Battle, Tyus",77.0,81.0,4.0
439,"Bowen, Brian",78.25,82.25,4.0
440,"Bridges, Miles",77.25,81.5,4.25
441,"Brown, Bruce",75.5,81.0,5.5
442,"Brown, Troy",77.75,82.25,4.5
443,"Brunson, Jalen",73.0,76.0,3.0
444,"Carr, Tony",75.0,80.25,5.25
445,"Carter, Jevon",72.25,76.25,4.0
446,"Carter, Wendell",80.75,88.5,7.75
447,"Diallo, Hamidou",76.25,83.5,7.25
448,"DiVincenzo, Donte",75.5,78.0,2.5
449,"Duval, Trevon",73.5,80.25,6.75
450,"Evans, Jacob",76.25,81.25,5.0
451,"Evans, Keenan",73.5,77.25,3.75
452,"Frazier, Melvin",76.5,85.75,9.25
453,"Gilgeous-Alexander, Shai",76.5,83.5,7.0
454,"Graham, Devonte",72.25,78.25,6.0
455,"Haas, Isaac",85.25,89.0,3.75
456,"Hall, Devon",76.25,79.75,3.5
457,"Hervey, Kevin",78.5,87.5,9.0
458,"Holiday, Aaron",71.75,79.5,7.75
459,"Huerter, Kevin",78.25,79.5,1.25
460,"Jackson, Jaren",81.75,89.25,7.5
461,"Jackson, Justin",78.0,87.0,9.0
462,"Johnson, Alize",79.25,80.75,1.5
463,"King, George",76.75,83.5,6.75
464,"Knox, Kevin",79.75,83.75,4.0
465,"Konate, Sagaba",78.5,84.0,5.5
466,"Martin, Caleb",76.75,82.0,5.25
467,"Maten, Yante",79.25,84.5,5.25
468,"McCoy, Brandon",83.5,86.0,2.5
469,"Melton, DeAnthony",74.25,80.5,6.25
470,"Metu, Chimezie",80.5,84.5,4.0
471,"Milton, Shake",76.5,84.75,8.25
472,"Mykhailiuk, Sviatoslav",78.5,76.75,-1.75
473,"Newman, Malik",74.5,77.5,3.0
474,"Okogie, Josh",75.0,84.0,9.0
475,"Pinson, Theo",77.0,82.75,5.75
476,"Porter, Michael",81.5,84.25,2.75
477,"Preston, Billy",80.75,86.0,5.25
478,"Robinson, Jerome",76.0,79.25,3.25
479,"Sexton, Collin",72.5,79.25,6.75
480,"Shamet, Landry",76.0,78.75,2.75
481,"Simons, Anfernee",74.25,81.25,7.0
482,"Smith, Zhaire",74.75,81.75,7.0
483,"Spalding, Ray",81.0,88.75,7.75
484,"Spellman, Omari",80.0,86.0,6.0
485,"Thomas, Khyri",74.5,82.5,8.0
486,"Trent, Gary",76.25,80.75,4.5
487,"Trier, Allonzo",75.75,78.75,3.0
488,"Wagner, Moritz",82.5,84.0,1.5
489,"Walker, Lonnie",75.75,82.25,6.5
490,"Washington, PJ",78.5,86.5,8.0
491,"Wiley, Austin",80.25,89.0,8.75
492,"Williams, Kenrich",78.0,79.25,1.25
493,"Young, Trae",72.5,75.0,2.5
494,"Adebayo, Edrice",80.75,86.75,6.0
495,"Allen, Jarrett",81.0,89.25,8.25
496,"Allen, Kadeem",73.0,81.25,8.25
497,"Anigbogu, Ike",80.5,90.25,9.75
498,"Anunoby, OG",78.25,86.25,8.0
499,"Artis, Jamel",77.5,82.0,4.5
500,"Bacon, Dwayne",76.75,82.0,5.25
501,"Beachem, V.J.",78.25,82.25,4.0
502,"Bell, Jordan",79.0,83.75,4.75
503,"Blossomgame, Jaron",77.75,82.0,4.25
504,"Boucher, Chris",80.0,88.0,8.0
505,"Bradley, Tony",81.25,89.0,7.75
506,"Briscoe, Isaiah",73.25,81.0,7.75
507,"Brooks, Dillon",77.0,78.0,1.0
508,"Bryant, Thomas",81.5,90.0,8.5
509,"Collins, John",80.25,83.25,3.0
510,"Collins, Zach",82.25,85.0,2.75
511,"Dorsey, Tyler",75.0,77.25,2.25
512,"Dotson, Damyean",76.5,81.0,4.5
513,"Dozier, PJ",77.25,83.0,5.75
514,"Evans, Jawun",70.75,77.5,6.75
515,"Ferguson, Terrance",77.5,80.75,3.25
516,"Fox, De'Aaron",74.0,78.5,4.5
517,"Giles, Harry",81.25,87.25,6.0
518,"Hart, Josh",75.75,80.25,4.5
519,"Hayes, Nigel",78.25,87.25,9.0
520,"Hicks, Isaiah",79.25,84.5,5.25
521,"Iwundu, Wesley",77.5,85.0,7.5
522,"Jackson (UMD), Justin",77.75,87.25,9.5
523,"Jackson (UNC), Justin",79.0,83.0,4.0
524,"Jackson, Frank",74.0,79.5,5.5
525,"Jok, Peter",76.25,80.0,3.75
526,"Kennard, Luke",76.5,77.25,0.75
527,"Kuzma, Kyle",80.0,84.25,4.25
528,"Leaf, TJ",80.75,83.0,2.25
529,"Lydon, Tyler",80.25,84.0,3.75
530,"Mason III, Frank",71.0,75.25,4.25
531,"Meeks, Kennedy",80.75,85.0,4.25
532,"Mitchell, Donovan",73.25,82.0,8.75
533,"Morris, Monte",73.25,76.0,2.75
534,"Motley, Johnathan",79.75,88.0,8.25
535,"Mykhailiuk, Svi",78.5,77.0,-1.5
536,"Ojeleye, Semi",77.25,81.75,4.5
537,"Oliver, Cameron",79.0,85.25,6.25
538,"Patton, Justin",82.0,87.0,5.0
539,"Peters, Alec",79.25,82.75,3.5
540,"Rabb, Ivan",80.75,85.5,4.75
541,"Reed, Davon",76.5,84.0,7.5
542,"Robinson, Devin",79.0,84.75,5.75
543,"Simmons, Kobi",75.25,78.0,2.75
544,"Sumner, Edmond",76.0,81.0,5.0
545,"Swanigan, Caleb",79.5,87.0,7.5
546,"Thornwell, Sindarius",75.5,82.0,6.5
547,"Trimble, Melo",73.25,74.0,0.75
548,"Walton Jr., Derrick",71.0,74.5,3.5
549,"Welsh, Thomas",83.5,84.0,0.5
550,"White, Derrick",75.25,79.5,4.25
551,"Williams-Goss, Nigel",73.5,79.25,5.75
552,Quincy Acy,78.5,86.75,8.25
553,Harrison Barnes,79.0,83.25,4.25
554,Will Barton,77.0,81.75,4.75
555,Bradley Beal,75.25,80.0,4.75
556,J'Covan Brown,73.0,77.25,4.25
557,William Buford,76.0,81.5,5.5
558,Jae Crowder,76.75,81.25,4.5
559,Jared Cunningham,75.5,78.5,3.0
560,Anthony Davis,81.25,89.5,8.25
561,Marcus Denmon,74.25,77.0,2.75
562,Andre Drummond,81.75,90.25,8.5
563,Kim English,76.5,78.5,2.0
564,Festus Ezeli,81.75,89.75,8.0
565,Drew Gordon,80.0,83.5,3.5
566,Draymond Green,77.75,85.25,7.5
